file,repetitiveCodeLines,DeadCodesAfterReturn,MultipleReturnStatementsInFunction,LongStatements,MultipleSameFunctionNames,LongClassOrMethod,LongLoopBlocks,LongConditionalBlocks,LongParameterList
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/langhebrewmodel.py,460,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/chardistribution.py,2,1,7,0,2,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/latin1prober.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/charsetprober.py,0,0,0,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/gb2312prober.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/mbcharsetprober.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/euctwprober.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/langrussianmodel.py,813,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/codingstatemachine.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/escprober.py,0,0,2,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/universaldetector.py,0,1,2,0,0,3,0,4,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/utf8prober.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/gb2312freq.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/mbcsgroupprober.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/langgreekmodel.py,637,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/eucjpprober.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/jisfreq.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/escsm.py,25,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/langturkishmodel.py,651,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/sbcharsetprober.py,0,0,3,0,0,2,0,2,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/big5freq.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/euckrfreq.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/big5prober.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/hebrewprober.py,0,1,3,0,0,2,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/charsetgroupprober.py,4,0,4,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/sbcsgroupprober.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/jpcntx.py,4,2,3,0,2,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/webencodings/labels.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/webencodings/mklabels.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/webencodings/x_user_defined.py,0,0,0,0,1,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/webencodings/__init__.py,6,0,5,0,2,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/webencodings/tests.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/progress/__init__.py,4,0,2,0,3,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/progress/bar.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/progress/spinner.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/progress/counter.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/progress/colors.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/build.py,2,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/compat.py,0,0,0,0,1,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/dirtools.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/check.py,15,0,4,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/envbuild.py,5,0,0,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/wrappers.py,9,0,0,0,1,2,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/colorlog.py,0,1,0,0,0,2,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/meta.py,0,1,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/locators.py,11,5,6,0,5,10,0,8,2
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/metadata.py,8,2,14,0,6,8,0,4,1
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/version.py,4,0,9,0,10,5,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/compat.py,14,9,22,0,14,7,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/index.py,16,1,1,0,0,3,0,0,2
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/manifest.py,0,1,0,0,0,3,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/util.py,7,3,15,0,5,13,0,12,2
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/database.py,23,0,4,0,7,8,0,5,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/markers.py,0,0,3,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/resources.py,3,0,1,0,8,2,0,2,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/scripts.py,2,0,3,0,1,4,0,1,1
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/wheel.py,28,4,4,0,2,6,0,11,0
./venv/lib/python3.9/site-packages/pip/_vendor/colorama/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/colorama/win32.py,4,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/colorama/ansitowin32.py,0,0,3,0,2,2,0,1,1
./venv/lib/python3.9/site-packages/pip/_vendor/colorama/ansi.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/colorama/winterm.py,6,0,0,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/colorama/initialise.py,0,0,0,0,0,0,0,0,1
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/serialize.py,0,1,5,0,0,2,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/wrapper.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/controller.py,1,3,3,0,0,4,0,1,1
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/compat.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/filewrapper.py,0,0,2,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/heuristics.py,0,0,1,0,1,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/adapter.py,0,1,1,0,0,1,0,3,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/cache.py,0,0,0,0,2,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/_cmd.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/idna/intranges.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/idna/package_data.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/idna/compat.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/idna/idnadata.py,3,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/idna/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/idna/core.py,7,0,7,0,0,3,0,3,1
./venv/lib/python3.9/site-packages/pip/_vendor/idna/codec.py,11,0,2,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/idna/uts46data.py,0,80,0,0,0,80,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/before.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/before_sleep.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/_asyncio.py,1,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/stop.py,0,0,0,0,2,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/wait.py,0,0,2,0,2,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/__init__.py,3,0,3,0,4,2,0,0,2
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/nap.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/after.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/retry.py,10,0,5,0,2,0,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/tornadoweb.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tenacity/_utils.py,0,0,2,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/cookies.py,3,1,7,0,1,2,0,0,1
./venv/lib/python3.9/site-packages/pip/_vendor/requests/auth.py,4,0,2,0,4,4,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/sessions.py,5,0,5,0,0,4,0,2,2
./venv/lib/python3.9/site-packages/pip/_vendor/requests/hooks.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/compat.py,0,0,0,0,0,0,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/models.py,4,4,7,0,2,9,0,5,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/certs.py,0,1,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/status_codes.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/packages.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/__version__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/api.py,8,0,0,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/_internal_utils.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/utils.py,3,4,18,0,0,3,0,6,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/exceptions.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/structures.py,0,1,1,0,3,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/help.py,0,1,1,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/requests/adapters.py,6,1,1,0,1,3,0,3,3
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/_inputstream.py,15,7,17,0,3,8,0,3,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/_ihatexml.py,0,0,1,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/constants.py,3,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/html5parser.py,53,0,10,0,34,21,0,5,3
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/serializer.py,0,0,4,0,1,3,0,3,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/_tokenizer.py,179,2,9,0,0,7,0,3,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/_utils.py,0,1,4,0,2,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tomli/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/tomli/_parser.py,9,1,9,0,1,1,0,2,2
./venv/lib/python3.9/site-packages/pip/_vendor/tomli/_re.py,0,0,2,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/certifi/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/certifi/core.py,0,2,1,0,0,0,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/certifi/__main__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/filepost.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/fields.py,4,0,3,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/_version.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/request.py,3,0,1,0,0,1,0,1,2
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/poolmanager.py,0,0,5,0,1,4,0,0,5
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/response.py,4,6,16,0,4,5,0,5,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/connection.py,13,0,1,0,2,4,0,2,3
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/_collections.py,0,1,3,0,6,2,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/exceptions.py,0,0,0,0,2,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/urllib3/connectionpool.py,32,2,4,0,4,2,0,6,0
./venv/lib/python3.9/site-packages/pip/_vendor/pkg_resources/py31compat.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pkg_resources/__init__.py,7,13,47,0,38,10,0,6,3
./venv/lib/python3.9/site-packages/pip/_vendor/resolvelib/resolvers.py,2,1,6,0,3,3,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/resolvelib/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/resolvelib/providers.py,0,4,1,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/resolvelib/structs.py,0,0,3,0,6,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/resolvelib/reporters.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/macos.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/unix.py,0,2,3,1,0,1,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/version.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/__init__.py,23,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/api.py,0,0,0,1,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/android.py,1,0,0,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/windows.py,0,0,2,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/platformdirs/__main__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/tags.py,11,0,4,0,0,0,0,1,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/_musllinux.py,0,1,3,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/version.py,1,1,10,0,13,3,0,1,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/utils.py,0,0,1,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/requirements.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/_structures.py,0,0,0,0,8,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/markers.py,0,0,2,0,3,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/__about__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/_manylinux.py,3,0,9,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/packaging/specifiers.py,37,5,13,0,14,9,0,2,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/more_itertools/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_vendor/more_itertools/more.py,34,14,52,1,10,31,0,7,4
./venv/lib/python3.9/site-packages/setuptools/_vendor/more_itertools/recipes.py,3,0,1,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/build.py,0,0,0,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/py37compat.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/build_ext.py,1,1,6,0,0,7,0,3,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/config.py,5,3,0,0,0,1,0,0,4
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/clean.py,0,0,0,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/check.py,0,0,0,0,0,1,0,0,1
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/install_scripts.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/upload.py,0,0,0,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/register.py,0,1,1,0,0,3,0,2,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/bdist_wininst.py,0,0,1,0,0,5,0,2,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/install_headers.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/install_lib.py,0,0,2,0,0,1,0,0,1
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/build_py.py,0,2,5,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/bdist_dumb.py,0,0,0,0,0,2,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/sdist.py,0,0,2,0,0,2,0,2,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/bdist.py,0,0,0,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/build_scripts.py,1,0,0,0,0,2,0,2,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/bdist_rpm.py,0,1,2,0,0,5,0,1,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/build_clib.py,4,0,1,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/install.py,8,0,1,0,0,5,0,4,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/bdist_msi.py,7,0,0,2,1,6,0,2,4
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/install_egg_info.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/setuptools/_distutils/command/install_data.py,0,0,0,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/tags.py,11,0,4,0,0,0,0,1,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/_musllinux.py,0,1,3,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/version.py,1,1,10,0,13,3,0,1,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/utils.py,0,0,1,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/requirements.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/_structures.py,0,0,0,0,8,0,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py,0,0,2,0,3,0,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/__about__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/_manylinux.py,3,0,9,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/specifiers.py,37,5,13,0,14,9,0,2,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/install/legacy.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/install/editable_legacy.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/install/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/install/wheel.py,3,1,3,0,2,2,0,4,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/build/wheel_legacy.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/build/metadata.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/build/metadata_editable.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/build/wheel_editable.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/build/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/build/metadata_legacy.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/operations/build/wheel.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/legacy/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/legacy/resolver.py,0,2,5,0,0,2,0,4,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/provider.py,0,1,2,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/found_candidates.py,11,1,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/reporter.py,2,0,0,0,1,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/factory.py,9,2,5,0,0,1,0,5,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/requirements.py,1,0,2,0,7,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/resolver.py,0,0,0,0,0,1,0,1,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/candidates.py,20,1,5,0,12,3,0,0,0
./venv/lib/python3.9/site-packages/pip/_internal/resolution/resolvelib/base.py,1,0,4,0,4,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/cli/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/cli/chardetect.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/metadata/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/chardet/metadata/languages.py,3,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/in_process/_in_process.py,8,0,6,0,2,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/pep517/in_process/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/_backport/shutil.py,10,0,5,0,1,2,0,1,1
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/_backport/misc.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/_backport/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/_backport/tarfile.py,25,4,17,0,7,15,0,10,9
./venv/lib/python3.9/site-packages/pip/_vendor/distlib/_backport/sysconfig.py,7,3,14,0,1,3,0,13,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py,0,0,1,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/caches/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/cachecontrol/caches/redis_cache.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/sanitizer.py,0,0,2,0,0,3,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/inject_meta_charset.py,0,0,0,0,0,2,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/__init__.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/base.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/alphabeticalattributes.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/optionaltags.py,6,0,2,0,0,3,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/lint.py,4,0,0,0,0,2,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/filters/whitespace.py,0,0,0,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treewalkers/etree_lxml.py,2,0,6,0,4,1,0,0,1
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treewalkers/__init__.py,0,0,1,0,0,2,0,3,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treewalkers/etree.py,4,0,5,0,0,1,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treewalkers/genshi.py,0,0,0,0,0,1,0,1,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treewalkers/base.py,1,0,0,0,1,3,0,0,1
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treewalkers/dom.py,0,0,1,0,0,0,0,0,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treebuilders/etree_lxml.py,0,0,2,0,3,5,0,4,0
./venv/lib/python3.9/site-packages/pip/_vendor/html5lib/treebuilders/__init__.py,0,0,1,0,0,1,0,1,0
